Removed Pin From Net: NetName=NetLM2_U_Power_Control2_1 Pin=5MOhm-1
Removed Pin From Net: NetName=12V_W_U_Power_Control1 Pin=5MOhm-2
Removed Pin From Net: NetName=GND Pin=7MOhm-1
Removed Pin From Net: NetName=NetLM2_U_Power_Control2_1 Pin=7MOhm-2
Removed Pin From Net: NetName=12V_W_U_Power_Control1 Pin=10uF-2
Added Pin To Net: NetName=FPGA_~PL Pin=ETH4-31
Added Pin To Net: NetName=FPGA_~MR Pin=ETH4-32
Added Pin To Net: NetName=FPGA_~WE4 Pin=ETH4-33
Added Pin To Net: NetName=FPGA_~CS4 Pin=ETH4-34
Added Pin To Net: NetName=COUNTER_CLK0 Pin=ETH4-35
Added Pin To Net: NetName=COUNTER_CLR Pin=ETH4-36
Added Pin To Net: NetName=EN Pin=ETH4-37
Added Pin To Net: NetName=FPGA_~WE1 Pin=ETH4-38
Added Pin To Net: NetName=FPGA_~OE Pin=ETH4-39
Added Pin To Net: NetName=FPGA_~CS1 Pin=ETH4-40
Change Net Name : Old Net Name=Net1_U_Power_Control1_2 New Net Name=Net1uF_2_U_Power_Control1_2
Change Net Name : Old Net Name=Net1_U_Power_Control2_2 New Net Name=Net1uF_2_U_Power_Control2_2
Change Net Name : Old Net Name=Net5_U_Power_Control1_2 New Net Name=Net1uF_3_U_Power_Control1_2
Change Net Name : Old Net Name=Net5_U_Power_Control2_2 New Net Name=Net1uF_3_U_Power_Control2_2
Change Net Name : Old Net Name=NetLM1_U_Power_Control1_1 New Net Name=Net1MOhm_U_Power_Control1_2
Change Net Name : Old Net Name=NetLM1_U_Power_Control2_1 New Net Name=Net1MOhm_U_Power_Control2_2
Change Net Name : Old Net Name=NetLM2_U_Power_Control1_1 New Net Name=Net5MOhm_U_Power_Control1_1
Change Net Name : Old Net Name=NetLM2_U_Power_Control2_1 New Net Name=Net5MOhm_U_Power_Control2_1
Change Class Name : Old Net Name=U_Power_Control1 New Net Name=U_Power_Control2
Change Class Name : Old Net Name=U_Power_Control2 New Net Name=U_Power_Control1
Added Member To Class: ClassName=U_VT_WRP1 Member=Component 0.1uF_0_U_VT_WRP1 (0.1uF_0) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP2 Member=Component 0.1uF_0_U_VT_WRP2 (0.1uF_0) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP3 Member=Component 0.1uF_0_U_VT_WRP3 (0.1uF_0) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP4 Member=Component 0.1uF_0_U_VT_WRP4 (0.1uF_0) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP5 Member=Component 0.1uF_0_U_VT_WRP5 (0.1uF_0) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP6 Member=Component 0.1uF_0_U_VT_WRP6 (0.1uF_0) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP7 Member=Component 0.1uF_0_U_VT_WRP7 (0.1uF_0) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP8 Member=Component 0.1uF_0_U_VT_WRP8 (0.1uF_0) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP1 Member=Component 0.1uF_1_U_VT_WRP1 (0.1uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP2 Member=Component 0.1uF_1_U_VT_WRP2 (0.1uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP3 Member=Component 0.1uF_1_U_VT_WRP3 (0.1uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP4 Member=Component 0.1uF_1_U_VT_WRP4 (0.1uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP5 Member=Component 0.1uF_1_U_VT_WRP5 (0.1uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP6 Member=Component 0.1uF_1_U_VT_WRP6 (0.1uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP7 Member=Component 0.1uF_1_U_VT_WRP7 (0.1uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP8 Member=Component 0.1uF_1_U_VT_WRP8 (0.1uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP1 Member=Component 0.1uF_3_U_VT_WRP1 (0.1uF_3) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP2 Member=Component 0.1uF_3_U_VT_WRP2 (0.1uF_3) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP3 Member=Component 0.1uF_3_U_VT_WRP3 (0.1uF_3) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP4 Member=Component 0.1uF_3_U_VT_WRP4 (0.1uF_3) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP5 Member=Component 0.1uF_3_U_VT_WRP5 (0.1uF_3) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP6 Member=Component 0.1uF_3_U_VT_WRP6 (0.1uF_3) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP7 Member=Component 0.1uF_3_U_VT_WRP7 (0.1uF_3) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP8 Member=Component 0.1uF_3_U_VT_WRP8 (0.1uF_3) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP1 Member=Component 0.1uF_4_U_VT_WRP1 (0.1uF_4) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP2 Member=Component 0.1uF_4_U_VT_WRP2 (0.1uF_4) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP3 Member=Component 0.1uF_4_U_VT_WRP3 (0.1uF_4) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP4 Member=Component 0.1uF_4_U_VT_WRP4 (0.1uF_4) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP5 Member=Component 0.1uF_4_U_VT_WRP5 (0.1uF_4) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP6 Member=Component 0.1uF_4_U_VT_WRP6 (0.1uF_4) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP7 Member=Component 0.1uF_4_U_VT_WRP7 (0.1uF_4) 0.1uF_0603
Added Member To Class: ClassName=U_VT_WRP8 Member=Component 0.1uF_4_U_VT_WRP8 (0.1uF_4) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control2 Member=Component 1MOhm_U_Power_Control2 (1MOhm) RNCS0603BKE10K0
Added Member To Class: ClassName=U_Power_Control1 Member=Component 1uF_1_U_Power_Control1 (1uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control2 Member=Component 1uF_1_U_Power_Control2 (1uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control2 Member=Component 1uF_2_U_Power_Control2 (1uF_2) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control1 Member=Component 1uF_3_U_Power_Control1 (1uF_3) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control2 Member=Component 1uF_3_U_Power_Control2 (1uF_3) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control1 Member=Component 1uF_4_U_Power_Control1 (1uF_4) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control2 Member=Component 1uF_4_U_Power_Control2 (1uF_4) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control1 Member=Component 1uF_5_U_Power_Control1 (1uF_5) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control2 Member=Component 3MOhm_U_Power_Control2 (3MOhm) RNCS0603BKE10K0
Added Member To Class: ClassName=U_Power_Control1 Member=Component 5MOhm_U_Power_Control1 (5MOhm) RNCS0603BKE10K0
Added Member To Class: ClassName=U_Power_Control2 Member=Component 5MOhm_U_Power_Control2 (5MOhm) RNCS0603BKE10K0
Added Member To Class: ClassName=U_Power_Control1 Member=Component 7MOhm_U_Power_Control1 (7MOhm) RNCS0603BKE10K0
Added Member To Class: ClassName=U_Power_Control2 Member=Component 7MOhm_U_Power_Control2 (7MOhm) RNCS0603BKE10K0
Added Member To Class: ClassName=U_Power_Control2 Member=Component 10kOhm_1_U_Power_Control2 (10kOhm_1) RNCS0603BKE10K0
Added Member To Class: ClassName=U_Power_Control1 Member=Component 10uF_1_U_Power_Control1 (10uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control2 Member=Component 10uF_1_U_Power_Control2 (10uF_1) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control1 Member=Component 10uF_2_U_Power_Control1 (10uF_2) 0.1uF_0603
Added Member To Class: ClassName=U_Power_Control2 Member=Component 10uF_2_U_Power_Control2 (10uF_2) 0.1uF_0603
Added Member To Class: ClassName=BBB_Board Member=Component BBB_DOWN BBB_Pin
Added Member To Class: ClassName=U_Power_Control2 Member=Component D1_U_Power_Control2 (D1) Diode 1N4001
Added Member To Class: ClassName=U_Power_Control1 Member=Component D2_U_Power_Control1 (D2) Diode 1N4001
Added Member To Class: ClassName=U_Power_Control2 Member=Component D2_U_Power_Control2 (D2) Diode 1N4001
Added Member To Class: ClassName=U_DUT_HEADER1 Member=Component DUT1_U_DUT_HEADER1 (DUT1) ADAFRUIT_HEADER
Added Member To Class: ClassName=U_DUT_HEADER2 Member=Component DUT1_U_DUT_HEADER2 (DUT1) ADAFRUIT_HEADER
Added Member To Class: ClassName=U_DUT_HEADER3 Member=Component DUT1_U_DUT_HEADER3 (DUT1) ADAFRUIT_HEADER
Added Member To Class: ClassName=U_DUT_HEADER4 Member=Component DUT1_U_DUT_HEADER4 (DUT1) ADAFRUIT_HEADER
Added Member To Class: ClassName=U_NUMATO_HDR Member=Component ETH1 ADAFRUIT_HEADER
Added Member To Class: ClassName=U_NUMATO_HDR Member=Component ETH2 ADAFRUIT_HEADER
Added Member To Class: ClassName=U_NUMATO_HDR Member=Component ETH3 ADAFRUIT_HEADER
Added Member To Class: ClassName=U_NUMATO_HDR Member=Component ETH4 ADAFRUIT_HEADER
Added Member To Class: ClassName=BBB_Board Member=Component GND1 Header 10
Added Member To Class: ClassName=U_Power_Control2 Member=Component LM1_U_Power_Control2 (LM1) LM321MF/NOPB
Added Member To Class: ClassName=U_Power_Control1 Member=Component LM2_U_Power_Control1 (LM2) LM321MF/NOPB
Added Member To Class: ClassName=U_Power_Control2 Member=Component LM2_U_Power_Control2 (LM2) LM321MF/NOPB
Added Member To Class: ClassName=U_VT_WRP2 Member=Component LT1_U_VT_WRP2 (LT1) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP3 Member=Component LT1_U_VT_WRP3 (LT1) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP4 Member=Component LT1_U_VT_WRP4 (LT1) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP5 Member=Component LT1_U_VT_WRP5 (LT1) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP6 Member=Component LT1_U_VT_WRP6 (LT1) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP7 Member=Component LT1_U_VT_WRP7 (LT1) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP8 Member=Component LT1_U_VT_WRP8 (LT1) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP1 Member=Component LT2_U_VT_WRP1 (LT2) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP2 Member=Component LT2_U_VT_WRP2 (LT2) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP3 Member=Component LT2_U_VT_WRP3 (LT2) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP4 Member=Component LT2_U_VT_WRP4 (LT2) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP5 Member=Component LT2_U_VT_WRP5 (LT2) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP6 Member=Component LT2_U_VT_WRP6 (LT2) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP7 Member=Component LT2_U_VT_WRP7 (LT2) 8-Chanel Level Translator
Added Member To Class: ClassName=U_VT_WRP8 Member=Component LT2_U_VT_WRP8 (LT2) 8-Chanel Level Translator
Added Member To Class: ClassName=U_Power_Control2 Member=Component POT_U_Power_Control2 (POT) Digital Pot
Added Member To Class: ClassName=U_Power_Control2 Member=Component VR1_U_Power_Control2 (VR1) Voltage Regulator
Added Room: Name=BBB_Board
Added Room: Name=U_DUT_HEADER1
Added Room: Name=U_DUT_HEADER2
Added Room: Name=U_DUT_HEADER3
Added Room: Name=U_DUT_HEADER4
Added Room: Name=U_NUMATO_HDR
Added Room: Name=U_Power_Control1
Added Room: Name=U_Power_Control2
Added Room: Name=U_VT_WRP1
Added Room: Name=U_VT_WRP2
Added Room: Name=U_VT_WRP3
Added Room: Name=U_VT_WRP4
Added Room: Name=U_VT_WRP5
Added Room: Name=U_VT_WRP6
Added Room: Name=U_VT_WRP7
Added Room: Name=U_VT_WRP8
